Target_Ref,Target_Amount,Transaction_ID,Transaction_Amount,Description
2,20258.0,"193       OPENSA_0194
4048    SIPBZ24+00778
Name: Document No., dtype: object","193      2400.0
4048    17858.0
Name: Remaining Amt. (LCY), dtype: float64","193         Customer opening
4048    Invoice SIVI24-00778
Name: Description, dtype: object"
3,19796.13086,"0         OPENSA_0001
3706    SIPBZ24+00321
Name: Document No., dtype: object","0           0.00
3706    19796.13
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3706    Invoice SIVI24-00315
Name: Description, dtype: object"
4,8154.52002,"0         OPENSA_0001
4546    SIPBZ24+01158
Name: Document No., dtype: object","0          0.00
4546    8154.52
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4546    Invoice SIVI24-01156
Name: Description, dtype: object"
5,36755.0,"4436    SIPBZ24+01010
4715    SIPBZ24+01325
Name: Document No., dtype: object","4436    13338.44
4715    23416.56
Name: Remaining Amt. (LCY), dtype: float64","4436    Invoice SIVI24-01021
4715    Invoice SIVI24-01330
Name: Description, dtype: object"
6,59055.44141,"4029    SIPBZ24+00665
4889    SIPBZ24+01936
Name: Document No., dtype: object","4029    32115.76
4889    26939.68
Name: Remaining Amt. (LCY), dtype: float64","4029    Invoice SIVI24-00659
4889    Invoice SIVI24-01941
Name: Description, dtype: object"
7,3425.159912,"0         OPENSA_0001
4585    SIPBZ24+01240
Name: Document No., dtype: object","0          0.00
4585    3425.16
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4585    Invoice SIVI24-01246
Name: Description, dtype: object"
8,22600.0,"0         OPENSA_0001
4706    SIPBZ24+01384
Name: Document No., dtype: object","0           0.0
4706    22600.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4706    Invoice SIVI24-01389
Name: Description, dtype: object"
10,119926.3984,"4202    SIPBZ24+00888
4250    SIPBZ24+00838
Name: Document No., dtype: object","4202     17871.2
4250    102055.2
Name: Remaining Amt. (LCY), dtype: float64","4202    Invoice SIVI24-00894
4250    Invoice SIVI24-00853
Name: Description, dtype: object"
2,1522.140015,"0         OPENSA_0001
4702    SIPBZ24+01376
Name: Document No., dtype: object","0          0.00
4702    1522.14
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4702    Invoice SIVI24-01381
Name: Description, dtype: object"
3,13623.91992,"4319    SIPBZ24+00995
4464    SIPBZ24+01114
Name: Document No., dtype: object","4319    6752.84
4464    6871.08
Name: Remaining Amt. (LCY), dtype: float64","4319    Invoice SIVI24-01000
4464    Invoice SIVI24-01131
Name: Description, dtype: object"
4,20777.75977,"0         OPENSA_0001
4450    SIPBZ24+01152
Name: Document No., dtype: object","0           0.00
4450    20777.76
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4450    Invoice SIVI24-01155
Name: Description, dtype: object"
5,17641.59961,"0         OPENSA_0001
4693    SIPBZ24+01355
Name: Document No., dtype: object","0           0.0
4693    17641.6
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4693    Invoice SIVI24-01361
Name: Description, dtype: object"
6,5035.799805,"0         OPENSA_0001
4453    SIPBZ24+01176
Name: Document No., dtype: object","0          0.0
4453    5035.8
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4453    Invoice SIVI24-01181
Name: Description, dtype: object"
7,21564.0,"0         OPENSA_0001
4699    SIPBZ24+01368
Name: Document No., dtype: object","0           0.0
4699    21564.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4699    Invoice SIVI24-01373
Name: Description, dtype: object"
8,16747.67969,"0         OPENSA_0001
4587    SIPBZ24+01244
Name: Document No., dtype: object","0           0.00
4587    16747.68
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4587    Invoice SIVI24-01251
Name: Description, dtype: object"
10,40418.30859,"0         OPENSA_0001
4061    SIPBZ24+00667
Name: Document No., dtype: object","0           0.00
4061    40418.31
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4061    Invoice SIVI24-00661
Name: Description, dtype: object"
6,3000.0,"193    OPENSA_0194
401    OPENSA_0405
Name: Document No., dtype: object","193    2400.0
401     600.0
Name: Remaining Amt. (LCY), dtype: float64","193    Customer opening
401    Customer opening
Name: Description, dtype: object"
10,12280.0,"2457     PBZ-24-00797
4793    SIPBZ24+01929
Name: Document No., dtype: object","2457    3251.22
4793    9028.78
Name: Remaining Amt. (LCY), dtype: float64","2457    Invoice PBZ-24-00797
4793    Invoice SIVI24-01935
Name: Description, dtype: object"
2,9971.519531,"0         OPENSA_0001
4815    SIPBZ24+01481
Name: Document No., dtype: object","0          0.00
4815    9971.52
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4815    Invoice SIVI24-01483
Name: Description, dtype: object"
3,3704.850098,"4473    SIPBZ24+01115
4645    SIPBZ24+01221
Name: Document No., dtype: object","4473    1829.31
4645    1875.54
Name: Remaining Amt. (LCY), dtype: float64","4473    Invoice SIVI24-01133
4645    Invoice SIVI24-01235
Name: Description, dtype: object"
4,45834.60156,"0         OPENSA_0001
4518    SIPBZ24+01173
Name: Document No., dtype: object","0           0.0
4518    45834.6
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4518    Invoice SIVI24-01179
Name: Description, dtype: object"
5,57310.39844,"0         OPENSA_0001
4486    SIPBZ24+01171
Name: Document No., dtype: object","0           0.0
4486    57310.4
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4486    Invoice SIVI24-01175
Name: Description, dtype: object"
6,17800.0,"4173    SIPBZ24+00891
4225    SIPBZ24+00885
Name: Document No., dtype: object","4173     4676.1
4225    13123.9
Name: Remaining Amt. (LCY), dtype: float64","4173    Invoice SIVI24-00881
4225    Invoice SIVI24-00891
Name: Description, dtype: object"
8,4527.779785,"0         OPENSA_0001
4637    SIPBZ24+01256
Name: Document No., dtype: object","0          0.00
4637    4527.78
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4637    Invoice SIVI24-01266
Name: Description, dtype: object"
9,164756.9219,"0         OPENSA_0001
4478    SIPBZ24+01506
Name: Document No., dtype: object","0            0.00
4478    164756.92
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4478    Invoice SIVI24-01511
Name: Description, dtype: object"
3,18100.0,"233       OPENSA_0234
4816    SIPBZ24+01492
Name: Document No., dtype: object","233       612.0
4816    17488.0
Name: Remaining Amt. (LCY), dtype: float64","233         Customer opening
4816    Invoice SIVI24-01495
Name: Description, dtype: object"
10,50800.0,"4841    SIPBZ24+01592
5354    SIPBZ24+01973
Name: Document No., dtype: object","4841    46288.0
5354     4512.0
Name: Remaining Amt. (LCY), dtype: float64","4841    Invoice SIVI24-01596
5354    Invoice SIVI24-01978
Name: Description, dtype: object"
15,5816.0,"4709    SIPBZ24+01781
5180    SIPBZ24+01890
Name: Document No., dtype: object","4709     515.6
5180    5300.4
Name: Remaining Amt. (LCY), dtype: float64","4709    Invoice SIVI24-01783
5180    Invoice SIVI24-01894
Name: Description, dtype: object"
16,13249.0,"4116    SIPBZ24+01084
4347    SIPBZ24+01005
Name: Document No., dtype: object","4116    10139.85
4347     3109.15
Name: Remaining Amt. (LCY), dtype: float64","4116    Invoice SIVI24-01090
4347    Invoice SIVI24-00997
Name: Description, dtype: object"
31,10148.0,"5008    SIPBZ24+01622
5177    SIPBZ24+01882
Name: Document No., dtype: object","5008    6011.4
5177    4136.6
Name: Remaining Amt. (LCY), dtype: float64","5008    Invoice SIVI24-01631
5177    Invoice SIVI24-01886
Name: Description, dtype: object"
52,53340.0,"4372    SIPBZ24+00996
4372    SIPBZ24+00996
Name: Document No., dtype: object","4372    26670.0
4372    26670.0
Name: Remaining Amt. (LCY), dtype: float64","4372    Invoice SIVI24-01001
4372    Invoice SIVI24-01001
Name: Description, dtype: object"
2,13864.33984,"0         OPENSA_0001
3472    SIPBZ24+00280
Name: Document No., dtype: object","0           0.00
3472    13864.34
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3472    Invoice SIVI24-00249
Name: Description, dtype: object"
3,28250.0,"0         OPENSA_0001
4957    SIPBZ24+01529
Name: Document No., dtype: object","0           0.0
4957    28250.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4957    Invoice SIVI24-01534
Name: Description, dtype: object"
4,12863.75977,"0         OPENSA_0001
4689    SIPBZ24+01350
Name: Document No., dtype: object","0           0.00
4689    12863.76
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4689    Invoice SIVI24-01356
Name: Description, dtype: object"
5,12922.08984,"4306    SIPBZ24+01272
4739    SIPBZ24+01373
Name: Document No., dtype: object","4306    7296.61
4739    5625.48
Name: Remaining Amt. (LCY), dtype: float64","4306    Invoice SIVI24-01017
4739    Invoice SIVI24-01378
Name: Description, dtype: object"
4,31893.0,"230       OPENSA_0231
4258    SIPBZ24+00882
Name: Document No., dtype: object","230       330.0
4258    31563.0
Name: Remaining Amt. (LCY), dtype: float64","230         Customer opening
4258    Invoice SIVI24-00887
Name: Description, dtype: object"
7,19233.0,"3042     PBZ-24-01234
4975    SIPBZ24+01621
Name: Document No., dtype: object","3042    14716.8
4975     4516.2
Name: Remaining Amt. (LCY), dtype: float64","3042    Invoice PBZ-24-01234
4975    Invoice SIVI24-01630
Name: Description, dtype: object"
2,1500.0,"0      OPENSA_0001
232    OPENSA_0233
Name: Document No., dtype: object","0         0.0
232    1500.0
Name: Remaining Amt. (LCY), dtype: float64","0      Customer opening
232    Customer opening
Name: Description, dtype: object"
2,6935.470215,"0         OPENSA_0001
3461    SIPBZ24+00208
Name: Document No., dtype: object","0          0.00
3461    6935.47
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3461    Invoice SIVI24-00208
Name: Description, dtype: object"
3,6537.899902,"3945    SCPBZ24+00030
5067    SIPBZ24+01698
Name: Document No., dtype: object","3945   -1213.52
5067    7751.42
Name: Remaining Amt. (LCY), dtype: float64","3945    Credit Memo SCVI24-00042
5067        Invoice SIVI24-01697
Name: Description, dtype: object"
4,1433.699951,"0         OPENSA_0001
4643    SIPBZ24+01270
Name: Document No., dtype: object","0          0.0
4643    1433.7
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4643    Invoice SIVI24-01275
Name: Description, dtype: object"
5,33622.94141,"0         OPENSA_0001
4630    SIPBZ24+01247
Name: Document No., dtype: object","0           0.00
4630    33622.94
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4630    Invoice SIVI24-01249
Name: Description, dtype: object"
6,68845.0,"0         OPENSA_0001
4632    SIPBZ24+01251
Name: Document No., dtype: object","0           0.0
4632    68845.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4632    Invoice SIVI24-01260
Name: Description, dtype: object"
7,500.0,"0         OPENSA_0001
5011    SIPBZ24+01642
Name: Document No., dtype: object","0         0.0
5011    500.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
5011    Invoice SIVI24-01648
Name: Description, dtype: object"
8,13215.59961,"2437     PBZ-24-00868
4362    SIPBZ24+00951
Name: Document No., dtype: object","2437     -443.4
4362    13659.0
Name: Remaining Amt. (LCY), dtype: float64","2437    Credit Memo PBZ-24-00868
4362        Invoice SIVI24-00953
Name: Description, dtype: object"
10,9117.320313,"4788    SIPBZ24+01483
4838    SIPBZ24+01503
Name: Document No., dtype: object","4788    4539.36
4838    4577.96
Name: Remaining Amt. (LCY), dtype: float64","4788    Invoice SIVI24-01485
4838    Invoice SIVI24-01506
Name: Description, dtype: object"
11,4459.359863,"0         OPENSA_0001
4873    SIPBZ24+01501
Name: Document No., dtype: object","0          0.00
4873    4459.36
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4873    Invoice SIVI24-01504
Name: Description, dtype: object"
13,4207.839844,"0         OPENSA_0001
4636    SIPBZ24+01255
Name: Document No., dtype: object","0          0.00
4636    4207.84
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4636    Invoice SIVI24-01265
Name: Description, dtype: object"
14,91679.0,"0         OPENSA_0001
4385    SIPBZ24+01038
Name: Document No., dtype: object","0           0.0
4385    91679.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4385    Invoice SIVI24-01044
Name: Description, dtype: object"
6,39512.0,"5102    SIPBZ24+01745
5371    SIPBZ24+02003
Name: Document No., dtype: object","5102    22017.6
5371    17494.4
Name: Remaining Amt. (LCY), dtype: float64","5102    Invoice SIVI24-01760
5371    Invoice SIVI24-02006
Name: Description, dtype: object"
9,8236.0,"4447    SIPBZ24+01130
4944    SIPBZ24+01576
Name: Document No., dtype: object","4447    7145.37
4944    1090.63
Name: Remaining Amt. (LCY), dtype: float64","4447    Invoice SIVI24-01107
4944    Invoice SIVI24-01575
Name: Description, dtype: object"
10,8236.0,"4447    SIPBZ24+01130
4944    SIPBZ24+01576
Name: Document No., dtype: object","4447    7145.37
4944    1090.63
Name: Remaining Amt. (LCY), dtype: float64","4447    Invoice SIVI24-01107
4944    Invoice SIVI24-01575
Name: Description, dtype: object"
2,42608.37109,"0         OPENSA_0001
3933    SIPBZ24+00796
Name: Document No., dtype: object","0           0.00
3933    42608.37
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3933    Invoice SIVI24-00798
Name: Description, dtype: object"
3,8661.599609,"4449    SIPBZ24+01150
4592    SIPBZ24+01259
Name: Document No., dtype: object","4449    4334.4
4592    4327.2
Name: Remaining Amt. (LCY), dtype: float64","4449    Invoice SIVI24-01153
4592    Invoice SIVI24-01252
Name: Description, dtype: object"
4,34388.19922,"0         OPENSA_0001
4732    SIPBZ24+01352
Name: Document No., dtype: object","0           0.0
4732    34388.2
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4732    Invoice SIVI24-01358
Name: Description, dtype: object"
6,9085.959961,"3971    SIPBZ24+00468
4601    SIPBZ24+01399
Name: Document No., dtype: object","3971    4072.32
4601    5013.64
Name: Remaining Amt. (LCY), dtype: float64","3971    Invoice SIVI24-00477
4601    Invoice SIVI24-01404
Name: Description, dtype: object"
8,13688.40039,"0         OPENSA_0001
4519    SIPBZ24+01178
Name: Document No., dtype: object","0           0.0
4519    13688.4
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4519    Invoice SIVI24-01182
Name: Description, dtype: object"
10,17564.64063,"0         OPENSA_0001
4869    SIPBZ24+01491
Name: Document No., dtype: object","0           0.00
4869    17564.64
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4869    Invoice SIVI24-01494
Name: Description, dtype: object"
14,20559.01953,"4684    SIPBZ24+01326
4812    SIPBZ24+01462
Name: Document No., dtype: object","4684     4706.37
4812    15852.65
Name: Remaining Amt. (LCY), dtype: float64","4684    Invoice SIVI24-01331
4812    Invoice SIVI24-01467
Name: Description, dtype: object"
15,6087.080078,"0         OPENSA_0001
4786    SIPBZ24+01472
Name: Document No., dtype: object","0          0.00
4786    6087.08
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4786    Invoice SIVI24-01473
Name: Description, dtype: object"
16,13750.0,"0         OPENSA_0001
4823    SIPBZ24+01400
Name: Document No., dtype: object","0           0.0
4823    13750.0
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4823    Invoice SIVI24-01405
Name: Description, dtype: object"
17,19264.36914,"4327    SIPBZ24+00968
4801    SIPBZ24+01416
Name: Document No., dtype: object","4327     4203.50
4801    15060.87
Name: Remaining Amt. (LCY), dtype: float64","4327    Invoice SIVI24-00975
4801    Invoice SIVI24-01421
Name: Description, dtype: object"
18,55362.35938,"4765    SIPBZ24+01479
4866    SIPBZ24+01480
Name: Document No., dtype: object","4765     5638.80
4866    49723.56
Name: Remaining Amt. (LCY), dtype: float64","4765    Invoice SIVI24-01481
4866    Invoice SIVI24-01482
Name: Description, dtype: object"
19,20055.59961,"0         OPENSA_0001
4875    SIPBZ24+01505
Name: Document No., dtype: object","0           0.0
4875    20055.6
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4875    Invoice SIVI24-01508
Name: Description, dtype: object"
20,92466.15625,"0         OPENSA_0001
4861    SIPBZ24+01459
Name: Document No., dtype: object","0           0.00
4861    92466.16
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4861    Invoice SIVI24-01464
Name: Description, dtype: object"
21,33494.42188,"0         OPENSA_0001
3917    SIPBZ24+00764
Name: Document No., dtype: object","0           0.00
3917    33494.42
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
3917    Invoice SIVI24-00762
Name: Description, dtype: object"
7,8851.0,"4292    SIPBZ24+00967
5312    SIPBZ24+02028
Name: Document No., dtype: object","4292    7568.69
5312    1282.31
Name: Remaining Amt. (LCY), dtype: float64","4292    Invoice SIVI24-00973
5312    Invoice SIVI24-02033
Name: Description, dtype: object"
16,39443.0,"4484    SIPBZ24+01164
4847    SIPBZ24+01408
Name: Document No., dtype: object","4484    17785.0
4847    21658.0
Name: Remaining Amt. (LCY), dtype: float64","4484    Invoice SIVI24-01163
4847    Invoice SIVI24-01413
Name: Description, dtype: object"
5,5000.0,"231       OPENSA_0232
4359    SIPBZ24+00941
Name: Document No., dtype: object","231      300.0
4359    4700.0
Name: Remaining Amt. (LCY), dtype: float64","231         Customer opening
4359    Invoice SIVI24-00944
Name: Description, dtype: object"
6,5000.0,"231       OPENSA_0232
4359    SIPBZ24+00941
Name: Document No., dtype: object","231      300.0
4359    4700.0
Name: Remaining Amt. (LCY), dtype: float64","231         Customer opening
4359    Invoice SIVI24-00944
Name: Description, dtype: object"
2,31768.41016,"0         OPENSA_0001
4641    SIPBZ24+01264
Name: Document No., dtype: object","0           0.00
4641    31768.41
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4641    Invoice SIVI24-01259
Name: Description, dtype: object"
3,17856.96094,"0         OPENSA_0001
4487    SIPBZ24+01172
Name: Document No., dtype: object","0           0.00
4487    17856.96
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4487    Invoice SIVI24-01177
Name: Description, dtype: object"
4,80203.20313,"0         OPENSA_0001
4814    SIPBZ24+01476
Name: Document No., dtype: object","0           0.0
4814    80203.2
Name: Remaining Amt. (LCY), dtype: float64","0           Customer opening
4814    Invoice SIVI24-01478
Name: Description, dtype: object"
6,9576.660156,"4906    SIPBZ24+01604
4929    SIPBZ24+01614
Name: Document No., dtype: object","4906    4655.16
4929    4921.50
Name: Remaining Amt. (LCY), dtype: float64","4906    Invoice SIVI24-01611
4929    Invoice SIVI24-01622
Name: Description, dtype: object"
